year,rank,city,med_park_size_data,med_park_size_points,park_pct_city_data,park_pct_city_points,pct_near_park_data,pct_near_park_points,spend_per_resident_data,spend_per_resident_points,basketball_data,basketball_points,dogpark_data,dogpark_points,playground_data,playground_points,rec_sr_data,rec_sr_points,restroom_data,restroom_points,splashground_data,splashground_points,amenities_points,total_points,total_pct,city_dup,park_benches,latitude,longitude
2013,34,Los,5.45,10,16.25%,17,52%,18,$59.00,5,,,,,1.03,1,,,,,,,,51,42.5,,2,34.1141,-118.4068
2013,34,Wichita,10,20,4.54%,3,50%,16,$54.67,5,,,,,2.12,7,,,,,,,,51,42.5,,2,37.6895,-97.3443
2013,36,El,3.67,7,17.71%,18,49%,16,$31.67,1,,,,,2.34,8,,,,,,,,50,41.5,,2,31.8476,-106.43
2013,37,Columbus,6.59,13,7.80%,7,49%,16,$62.33,6,,,,,1.89,6,,,,,,,,48,40,,2,39.9862,-82.9855
2013,38,Tucson,4.21,8,2.68%,1,52%,18,$102.67,12,,,,,2.27,8,,,,,,,,47,39,,2,32.1541,-110.8787
2013,38,Miami,2.14,4,5.22%,4,72%,28,$75.97,8,,,,,1.43,3,,,,,,,,47,39,,2,25.784,-80.2101
2013,38,Nashville,13.25,20,7.10%,6,36%,8,$72.00,7,,,,,2.01,6,,,,,,,,47,39,,2,36.1715,-86.7842
2013,38,Houston,5.16,10,12.93%,13,46%,14,$43.33,3,,,,,2.06,7,,,,,,,,47,39,,2,29.786,-95.3885
2013,42,Memphis,10,20,4.53%,3,40%,10,$69.41,7,,,,,1.76,5,,,,,,,,45,37.5,,1.5,35.1087,-89.9663
2013,43,Oklahoma,6.7,13,5.63%,5,42%,12,$63.33,6,,,,,1.95,6,,,,,,,,42,35,,1.5,35.4676,-97.5136
2013,44,San,11.08,20,7.92%,7,33%,6,$56.00,5,,,,,1.3,2,,,,,,,,40,33.5,,1.5,37.7558,-122.4449
2013,44,Jacksonville,5.02,9,9.23%,9,31%,4,$44.85,3,,,,,3.47,15,,,,,,,,40,33.5,,1.5,30.3322,-81.6749
2013,46,Mesa,3.15,6,2.62%,1,60%,22,$69.33,7,,,,,1.37,3,,,,,,,,39,32.5,,1.5,33.4015,-111.7178
2013,47,Charlotte,16.97,20,5.01%,4,26%,2,$77.33,8,,,,,1.25,2,,,,,,,,36,30,,1,35.2083,-80.8303
2013,47,Indianapolis,10.25,20,4.83%,4,32%,6,$40.33,2,,,,,1.56,4,,,,,,,,36,30,,1,39.7771,-86.1458
2013,49,Louisville,7.25,14,7.08%,6,32%,6,$49.67,4,,,,,1.69,5,,,,,,,,35,29,,1,38.1663,-85.6485
2013,50,Fresno,4.89,9,2.08%,1,51%,16,$57.67,5,,,,,1.25,2,,,,,,,,33,27.5,,1,36.783,-119.7939
2012,1,San,2,4,17.90%,19,98%,40,$291.66,20,,,,,1.78,6,,,,,,,,89,74,,4.5,37.7558,-122.4449
2012,2,Sacramento,5.7,12,8.10%,8,77%,30,$156.62,18,,,,,3.88,20,,,,,,,,88,73.5,,4.5,38.5677,-121.4685
2012,3,New,1.1,2,19.60%,20,96%,40,$152.39,17,,,,,2.05,8,,,,,,,,87,72.5,,4,40.6943,-73.9249
2012,3,Boston,1.3,2,15.80%,17,97%,40,$105.70,11,,,,,3.44,17,,,,,,,,87,72.5,,4,42.3188,-71.0852
2012,5,Washington,0.7,1,19.10%,20,96%,40,$303.45,20,,,,,1.68,5,,,,,,,,86,71.5,,4,38.9047,-77.0163
2012,6,Portland,4.8,10,16.20%,17,78%,30,$162.45,18,,,,,2.12,8,,,,,,,,83,69,,4,45.5371,-122.65
2012,7,Virginia,4.1,8,15.90%,17,62%,22,$139.63,15,,,,,5,20,,,,,,,,82,68.5,,4,36.7335,-76.0435
2012,8,San,6.7,14,22.80%,20,75%,28,$121.47,13,,,,,1.78,6,,,,,,,,81,67.5,,4,37.7558,-122.4449
2012,9,Seattle,2.8,6,10.20%,10,90%,36,$260.77,20,,,,,2.11,8,,,,,,,,80,66.5,,4,47.6211,-122.3244
2012,10,Philadelphia,3.7,8,13.00%,14,91%,36,$65.71,5,,,,,3.34,16,,,,,,,,79,66,,4,40.0077,-75.1339
2012,11,Albuquerque,4,8,18.80%,20,81%,32,$60.11,5,,,,,2.78,13,,,,,,,,78,65,,3.5,35.1054,-106.6465
2012,12,San,3.7,8,14.10%,15,69%,26,$135.68,15,,,,,2.65,12,,,,,,,,76,63.5,,3.5,37.7558,-122.4449
2012,13,Denver,6.3,13,6.00%,6,79%,30,$122.38,13,,,,,2.42,10,,,,,,,,72,60,,3.5,39.762,-104.8758
2012,14,Chicago,2,4,8.50%,8,90%,36,$128.08,14,,,,,2.3,9,,,,,,,,71,59,,3.5,41.8375,-87.6866
2012,15,Baltimore,0.8,1,9.50%,10,85%,34,$62.63,5,,,,,3.14,15,,,,,,,,65,54,,3,39.3051,-76.6144
2012,16,Kansas,3.3,7,8.60%,9,64%,24,$135.06,15,,,,,2.17,9,,,,,,,,64,53.5,,3,39.1238,-94.5541
2012,16,Milwaukee,7.3,15,9.20%,9,87%,34,$59.54,4,,,,,1.19,2,,,,,,,,64,53.5,,3,43.0642,-87.9675
2012,16,Phoenix,14.6,20,14.20%,15,44%,14,$128.52,14,,,,,1.04,1,,,,,,,,64,53.5,,3,33.5722,-112.0892
2012,19,Long,3.2,7,10.30%,11,70%,26,$130.54,14,,,,,1.5,4,,,,,,,,62,51.5,,2.5,33.7977,-118.167
2012,19,Austin,10,20,15.20%,16,49%,16,$71.57,6,,,,,1.48,4,,,,,,,,62,51.5,,2.5,30.3005,-97.7522
2012,21,Dallas,7.2,15,10.70%,11,54%,18,$110.03,11,,,,,1.8,6,,,,,,,,61,51,,2.5,32.7935,-96.7667
2012,22,Detroit,2,4,5.70%,5,77%,30,$31.00,1,,,,,4.31,20,,,,,,,,60,50,,2.5,42.3834,-83.1024
2012,23,Las,7.9,16,3.50%,2,46%,14,$218.93,20,,,,,1.99,7,,,,,,,,59,49,,2.5,36.2333,-115.2654
2012,24,Fort,7.4,15,5.20%,5,52%,18,$76.16,7,,,,,2.3,9,,,,,,,,54,45,,2.5,32.7817,-97.3474
2012,25,Los,6.7,14,14.10%,15,52%,18,$55.14,4,,,,,1,1,,,,,,,,52,43.5,,2,34.1141,-118.4068
2012,26,Atlanta,3,6,5.60%,5,63%,22,$99.39,10,,,,,2.02,8,,,,,,,,51,42.5,,2,33.7628,-84.422
2012,27,El,3.7,8,18.00%,19,47%,14,$31.12,1,,,,,2.11,8,,,,,,,,50,41.5,,2,31.8476,-106.43
2012,27,Columbus,6.6,13,8.10%,8,49%,16,$68.94,6,,,,,1.9,7,,,,,,,,50,41.5,,2,39.9862,-82.9855
2012,29,Nashville,12.9,20,5.90%,5,36%,8,$91.33,9,,,,,1.88,7,,,,,,,,49,41,,2,36.1715,-86.7842
2012,30,Houston,5.2,11,12.90%,13,45%,14,$42.99,2,,,,,1.93,7,,,,,,,,47,39,,2,29.786,-95.3885
2012,31,Tucson,4.1,8,2.70%,1,52%,18,$100.64,10,,,,,2.17,9,,,,,,,,46,38.5,,2,32.1541,-110.8787
2012,31,Memphis,10,20,4.50%,4,40%,12,$60.32,5,,,,,1.68,5,,,,,,,,46,38.5,,2,35.1087,-89.9663
2012,33,Oklahoma,6.7,14,5.60%,5,43%,12,$61.02,5,,,,,2.02,8,,,,,,,,44,36.5,,1.5,35.4676,-97.5136
2012,34,Jacksonville,5,10,9.20%,9,30%,4,$44.82,2,,,,,3.5,18,,,,,,,,43,36,,1.5,30.3322,-81.6749
2012,35,San,11.1,20,7.90%,8,32%,6,$62.79,5,,,,,1.3,3,,,,,,,,42,35,,1.5,37.7558,-122.4449
2012,36,Indianapolis,10.3,20,4.80%,4,32%,6,$43.61,2,,,,,1.6,5,,,,,,,,37,31,,1.5,39.7771,-86.1458
2012,36,Mesa,3.2,7,2.60%,1,60%,22,$60.96,5,,,,,1.16,2,,,,,,,,37,31,,1.5,33.4015,-111.7178
2012,38,Louisville,7.3,15,6.70%,6,32%,6,$50.76,3,,,,,1.65,5,,,,,,,,35,29,,1,38.1663,-85.6485
2012,39,Charlotte,19.9,20,4.10%,3,26%,2,$78.94,7,,,,,1.25,2,,,,,,,,34,28.5,,1,35.2083,-80.8303
2012,40,Fresno,4.9,10,2.10%,1,35%,8,$54.98,4,,,,,1.35,3,,,,,,,,26,21.5,,0.5,36.783,-119.7939
